,attrition,businesstravel,dailyrate,department,distancefromhome,education,educationfield,employeenumber,environmentsatisfaction,gender,hourlyrate,jobinvolvement,joblevel,jobrole,jobsatisfaction,maritalstatus,monthlyincome,monthlyrate,numcompaniesworked,overtime,percentsalaryhike,performancerating,relationshipsatisfaction,standardhours,stockoptionlevel,totalworkingyears,trainingtimeslastyear,worklifebalance,yearsatcompany,yearssincelastpromotion,yearswithcurrmanager,datebirth,salary,remotework
395,No,Unknown,556.26,Unknown,17,4,Life Sciences,396,3,Male,,3,2,Sales Executive,1,Unknown,,11681.39,3,Unknown,15,3.0,4,Part Time,3,15.0,2,3.0,7,1,7,1988,53914.11,Yes
396,No,Unknown,556.26,Unknown,25,3,Medical,397,2,Female,,3,2,Sales Executive,3,Unknown,4492.84,11681.39,1,No,12,3.0,1,Part Time,1,,3,2.0,10,0,1,1990,53914.11,Yes
397,No,Unknown,290.04,Research & Development,6,4,Life Sciences,398,3,Male,,1,1,Laboratory Technician,3,Divorced,,6090.75,1,No,14,3.0,3,Part Time,1,,4,3.0,7,1,7,1987,28111.13,Yes
398,No,Rarely,360.18,Unknown,7,4,Life Sciences,399,3,Male,45.02281746031746,3,2,Laboratory Technician,3,Divorced,2909.17,7563.83,1,Unknown,13,3.0,1,Part Time,3,,4,2.0,10,8,9,1993,34910.0,Yes
399,No,Unknown,538.57,Unknown,29,4,Unknown,400,29,Male,,4,2,Sales Executive,4,Divorced,4350.0,11310.0,0,Unknown,18,3.0,2,Unknown,1,12.0,3,3.0,11,1,9,1963,,Yes
400,No,Unknown,556.26,Unknown,2,2,Life Sciences,401,4,Female,69.53208262471655,3,2,Research Scientist,3,Single,,11681.39,4,Yes,14,3.0,4,Part Time,0,10.0,2,3.0,8,0,7,1991,53914.11,No
401,No,Unknown,1057.75,Unknown,1,3,Technical Degree,402,3,Female,,1,3,Manufacturing Director,1,Divorced,8543.33,22212.67,2,Yes,21,4.0,3,Full Time,1,17.0,2,3.0,7,7,7,1987,102520.0,Yes
402,No,Rarely,290.04,Unknown,14,3,Unknown,403,1,Male,,3,1,Research Scientist,1,Unknown,2342.59,6090.75,1,Unknown,14,3.0,4,Unknown,2,,3,2.0,9,6,8,1996,,Yes
403,No,Unknown,2036.67,Research & Development,3,3,Life Sciences,404,3,Male,,1,5,Research Director,4,Unknown,16450.0,42770.0,3,No,14,3.0,2,Full Time,1,,2,3.0,8,0,7,1980,197400.0,Yes
404,No,Rarely,1582.77,Unknown,1,3,Unknown,405,4,Female,,2,4,Research Director,4,Divorced,,33238.2,3,No,14,3.0,2,Full Time,2,9.0,2,2.0,7,1,7,1994,153407.07,Yes
405,No,Unknown,1032.49,Unknown,24,4,Unknown,406,24,Male,,3,3,Manufacturing Director,4,Single,8339.32,21682.23,6,No,12,3.0,4,Part Time,0,,6,2.0,9,5,4,1964,100071.84,No
406,No,Rarely,1032.49,Unknown,4,4,Marketing,407,4,Female,,2,3,Sales Executive,4,Single,8339.32,21682.23,3,No,14,3.0,4,Part Time,0,23.0,3,4.0,21,15,17,1980,100071.84,Yes
407,Yes,Rarely,1032.49,Unknown,15,3,Medical,408,1,Female,129.06091077207583,3,3,Healthcare Representative,4,Married,8339.32,21682.23,1,Unknown,11,3.0,4,Part Time,1,,2,3.0,10,0,5,1979,100071.84,Yes
408,Yes,Unknown,290.04,Research & Development,7,3,Technical Degree,409,2,Female,,3,1,Laboratory Technician,3,Divorced,2342.59,6090.75,3,Yes,13,3.0,1,Unknown,2,10.0,2,3.0,7,7,7,1994,,Yes
409,No,Rarely,640.61,Unknown,8,3,Unknown,410,3,Male,,4,2,Sales Executive,4,Married,5174.17,13452.83,1,Unknown,15,3.0,3,Full Time,2,,4,4.0,10,0,8,1991,62090.0,No
410,No,Rarely,731.92,Unknown,10,4,Technical Degree,411,4,Female,,3,3,Healthcare Representative,3,Married,,15370.33,3,No,12,3.0,1,Part Time,0,,0,3.0,7,1,7,1987,70940.0,Yes
411,Yes,Unknown,1032.49,Sales,5,3,Unknown,412,2,Male,,3,3,Sales Executive,2,Single,8339.32,21682.23,9,Yes,19,3.0,3,Part Time,0,,2,2.0,8,7,7,1971,100071.84,Yes
412,No,Rarely,467.79,Unknown,33,2,Unknown,413,1,Male,,3,2,Manufacturing Director,3,Single,3778.33,9823.67,0,Unknown,11,3.0,1,Unknown,0,,6,3.0,8,1,7,1984,45340.0,Yes
413,No,Unknown,876.98,Unknown,9,3,Unknown,414,4,Male,,3,3,Healthcare Representative,4,Unknown,7083.33,18416.67,0,Unknown,11,3.0,4,Part Time,1,10.0,0,2.0,9,1,6,1989,85000.0,Yes
414,No,Unknown,556.26,Unknown,2,2,Life Sciences,415,2,Female,,3,2,Sales Executive,1,Unknown,,11681.39,3,Unknown,15,3.0,4,Unknown,1,11.0,3,3.0,7,1,7,1985,53914.11,Yes
415,No,Frequently,478.63,Sales,12,3,Marketing,416,12,Female,,4,2,Sales Executive,1,Married,3865.83,10051.17,2,No,16,3.0,4,Part Time,1,,2,2.0,15,6,13,1987,46390.0,Yes
416,No,Unknown,553.33,Unknown,1,3,Unknown,417,4,Female,,2,2,Laboratory Technician,4,Unknown,4469.17,11619.83,0,No,12,3.0,2,Part Time,1,10.0,0,3.0,9,0,0,1988,53630.0,No
417,Yes,Unknown,1582.77,Unknown,13,4,Unknown,418,1,Male,,4,4,Sales Executive,3,Unknown,12783.92,33238.2,6,Unknown,17,3.0,3,Full Time,0,,2,2.0,19,3,8,1968,153407.07,Yes
418,No,Unknown,556.26,Unknown,29,3,Unknown,419,2,Male,,3,2,Laboratory Technician,3,Unknown,4492.84,11681.39,4,Unknown,13,3.0,1,Part Time,2,10.0,1,3.0,8,7,7,1989,53914.11,No
419,No,Unknown,421.06,Unknown,6,3,Medical,420,1,Female,,2,2,Research Scientist,3,Single,3400.83,8842.17,1,Yes,14,3.0,1,Part Time,0,20.0,3,1.0,20,1,8,1980,40810.0,No
420,No,Rarely,1582.77,Unknown,10,3,Human Resources,421,3,Female,,3,4,Manager,1,Married,12783.92,33238.2,0,Unknown,14,3.0,3,Full Time,1,21.0,5,3.0,20,0,9,1981,153407.07,No
421,No,Rarely,369.16,Unknown,7,3,Unknown,422,3,Male,,4,1,Laboratory Technician,1,Single,,7752.33,0,No,12,3.0,4,Full Time,0,8.0,2,3.0,7,0,7,1997,35780.0,Yes
422,Yes,Unknown,1032.49,Unknown,14,1,Other,423,3,Female,,3,3,Healthcare Representative,4,Single,8339.32,21682.23,0,Yes,12,3.0,1,Part Time,0,,1,3.0,8,7,7,1994,100071.84,Yes
423,No,Unknown,1787.81,Research & Development,1,3,Unknown,424,4,Female,223.47619047619048,3,4,Research Director,4,Unknown,,37544.0,6,Unknown,19,3.0,4,Full Time,0,29.0,3,2.0,20,12,7,1969,173280.0,No
424,No,Unknown,1582.77,Unknown,1,4,Unknown,425,2,Male,,4,4,Research Director,4,Divorced,12783.92,33238.2,2,No,13,3.0,4,Full Time,2,31.0,4,4.0,7,0,0,1968,153407.07,Yes
425,No,No,556.26,Unknown,9,4,Other,426,3,Male,,3,2,Laboratory Technician,3,Unknown,4492.84,11681.39,3,No,11,3.0,3,Part Time,2,11.0,2,3.0,8,0,7,1983,53914.11,Yes
426,No,Unknown,1113.56,Unknown,8,2,Unknown,427,1,Male,,3,3,Sales Executive,4,Divorced,8994.17,23384.83,1,Unknown,18,3.0,1,Full Time,1,13.0,5,3.0,13,9,9,1992,107930.0,Yes
427,Yes,Unknown,1032.49,Unknown,9,3,Marketing,428,1,Male,,3,3,Sales Executive,4,Divorced,8339.32,21682.23,4,No,11,3.0,1,Unknown,1,28.0,1,4.0,7,4,3,1977,,Yes
428,No,Rarely,1119.55,Unknown,20,3,Medical,429,2,Male,,1,3,Healthcare Representative,1,Unknown,9042.5,23510.5,2,Yes,18,3.0,2,Full Time,1,,2,3.0,7,0,7,1978,108510.0,No
429,No,Rarely,1079.83,Unknown,7,4,Life Sciences,430,3,Male,134.9781746031746,3,3,Healthcare Representative,2,Divorced,,22676.33,3,Unknown,14,3.0,2,Full Time,2,29.0,3,3.0,8,0,7,1974,104660.0,No
430,No,Rarely,556.26,Unknown,19,3,Unknown,431,3,Male,69.53208262471655,2,2,Sales Executive,3,Unknown,4492.84,11681.39,1,Unknown,14,3.0,3,Part Time,2,10.0,3,3.0,10,0,4,1994,53914.11,Yes
431,Yes,Unknown,243.7,Unknown,1,4,Technical Degree,432,1,Male,,2,1,Research Scientist,1,Single,,5117.67,6,No,13,3.0,3,Part Time,0,,2,1.0,9,0,7,1994,23620.0,Yes
432,No,Unknown,556.26,Unknown,8,1,Other,433,3,Female,,1,2,Healthcare Representative,1,Unknown,,11681.39,3,No,13,3.0,3,Part Time,1,9.0,3,3.0,7,0,7,1994,53914.11,Yes
433,No,Rarely,1582.77,Human Resources,6,2,Unknown,434,3,Male,197.8464183087028,3,4,Manager,4,Single,12783.92,33238.2,1,Yes,21,4.0,4,Full Time,0,21.0,2,3.0,21,7,7,1983,153407.07,Yes
434,No,Unknown,664.34,Sales,16,4,Life Sciences,435,3,Female,,3,2,Sales Executive,3,Divorced,,13951.17,8,No,14,3.0,3,Full Time,1,18.0,2,3.0,8,7,7,1975,64390.0,Yes
435,Yes,Unknown,1032.49,Unknown,2,5,Unknown,436,3,Female,,2,3,Manufacturing Director,4,Married,,21682.23,0,Unknown,16,3.0,2,Part Time,1,,4,3.0,33,1,9,1970,100071.84,Yes
436,No,Unknown,1973.98,Unknown,7,3,Medical,437,2,Female,,3,5,Research Director,4,Unknown,,41453.67,0,Yes,14,3.0,4,Unknown,1,,4,2.0,22,1,10,1979,191324.62,No
437,No,Unknown,595.21,Unknown,5,5,Unknown,438,3,Female,74.40178571428571,1,2,Laboratory Technician,1,Unknown,,12499.5,1,Unknown,14,3.0,1,Full Time,0,10.0,3,3.0,10,1,4,1978,57690.0,No
438,No,No,452.42,Unknown,26,3,Marketing,439,1,Male,,2,2,Sales Executive,1,Unknown,3654.17,9500.83,1,Unknown,15,3.0,1,Unknown,1,10.0,2,3.0,10,4,5,1978,,No
439,No,Frequently,556.26,Unknown,10,4,Unknown,440,3,Male,,4,2,Manufacturing Director,4,Unknown,4492.84,11681.39,1,Unknown,13,3.0,1,Part Time,1,9.0,3,3.0,9,7,2,1989,53914.11,Yes
440,No,Unknown,556.26,Research & Development,10,5,Medical,441,2,Male,,3,2,Manufacturing Director,1,Unknown,4492.84,11681.39,2,Unknown,13,3.0,4,Unknown,3,,3,3.0,7,7,7,1984,,No
441,No,Unknown,419.51,Research & Development,36,3,Unknown,442,36,Male,,2,1,Laboratory Technician,1,Divorced,3388.33,8809.67,1,No,11,3.0,1,Full Time,2,7.0,3,3.0,7,0,7,1996,40660.0,Yes
442,No,Rarely,556.26,Unknown,2,2,Unknown,443,4,Female,,2,2,Manufacturing Director,4,Divorced,4492.84,11681.39,1,Unknown,19,3.0,1,Unknown,2,10.0,3,3.0,10,3,9,1978,,Yes
443,No,Unknown,556.26,Unknown,1,5,Unknown,444,1,Male,,3,2,Human Resources,4,Married,4492.84,11681.39,4,Yes,11,3.0,3,Unknown,0,14.0,3,3.0,10,0,2,1979,,Yes
444,No,Unknown,537.13,Unknown,2,1,Life Sciences,445,4,Male,67.14087301587303,4,2,Manufacturing Director,3,Divorced,4338.33,11279.67,1,Unknown,17,3.0,3,Part Time,2,7.0,6,3.0,7,0,7,1998,52060.0,No
445,No,Unknown,1582.77,Unknown,1,3,Unknown,446,3,Male,,3,4,Manager,3,Single,12783.92,33238.2,4,Unknown,14,3.0,1,Full Time,0,23.0,2,3.0,8,0,0,1974,153407.07,Yes
446,Yes,Frequently,273.93,Unknown,7,2,Unknown,447,4,Female,,3,1,Sales Representative,3,Unknown,2212.5,5752.5,2,Unknown,11,3.0,3,Unknown,2,19.0,3,3.0,9,7,7,1975,,No
447,No,Unknown,265.16,Unknown,7,3,Medical,448,4,Male,,3,1,Laboratory Technician,4,Unknown,2141.67,5568.33,1,No,20,4.0,3,Part Time,0,7.0,5,3.0,7,5,7,1997,25700.0,Yes
448,No,Rarely,1032.49,Unknown,2,3,Life Sciences,449,3,Female,129.06091077207583,4,3,Healthcare Representative,4,Unknown,8339.32,21682.23,1,Unknown,19,3.0,2,Part Time,1,,2,3.0,8,6,7,1979,100071.84,Yes
449,No,Unknown,464.49,Unknown,2,4,Unknown,450,3,Female,58.06150793650794,3,2,Sales Representative,4,Single,3751.67,9754.33,3,Unknown,15,3.0,3,Part Time,0,17.0,2,2.0,13,6,7,1987,45020.0,Yes
450,No,Unknown,556.26,Research & Development,13,4,Unknown,451,3,Male,69.53208262471655,3,2,Healthcare Representative,2,Single,4492.84,11681.39,6,No,14,3.0,4,Part Time,0,19.0,3,3.0,10,0,9,1977,53914.11,Yes
451,No,Unknown,556.26,Unknown,27,4,Life Sciences,452,4,Male,,3,2,Manufacturing Director,3,Married,4492.84,11681.39,2,Unknown,16,3.0,2,Part Time,1,17.0,3,3.0,7,0,7,1988,53914.11,Yes
452,No,Frequently,512.57,Unknown,2,4,Unknown,453,4,Female,,2,1,Research Scientist,1,Unknown,4140.0,10764.0,0,Unknown,16,3.0,4,Unknown,0,10.0,2,3.0,9,0,7,1993,49680.0,No
453,No,Unknown,1032.49,Unknown,15,2,Marketing,454,3,Male,,2,3,Sales Executive,1,Unknown,8339.32,21682.23,2,No,11,3.0,1,Part Time,1,,2,3.0,7,1,7,1993,100071.84,Yes
454,No,No,531.04,Unknown,2,3,Marketing,455,4,Female,,3,2,Sales Executive,2,Unknown,4289.17,11151.83,8,No,15,3.0,4,Part Time,0,13.0,2,2.0,11,1,7,1990,51470.0,Yes
455,No,Unknown,280.43,Unknown,5,4,Unknown,456,2,Male,35.05357142857143,3,1,Research Scientist,2,Single,2265.0,5889.0,2,No,14,3.0,2,Part Time,0,12.0,3,3.0,7,0,7,1991,27180.0,Yes
456,No,Rarely,365.13,Unknown,2,3,Life Sciences,457,2,Male,,3,1,Human Resources,4,Unknown,2949.17,7667.83,0,No,13,3.0,2,Unknown,0,,5,3.0,9,1,8,1980,,No
457,No,Rarely,564.16,Unknown,29,4,Marketing,458,1,Female,,2,2,Sales Executive,4,Unknown,4556.67,11847.33,1,Unknown,14,3.0,1,Full Time,2,,3,3.0,12,5,7,1992,54680.0,Yes
458,Yes,Unknown,599.75,Unknown,27,3,Unknown,459,3,Male,,3,2,Sales Executive,4,Unknown,4844.17,12594.83,1,Unknown,18,3.0,4,Unknown,0,,2,3.0,10,7,7,1988,,No
459,No,No,556.26,Research & Development,2,2,Medical,460,2,Male,,3,2,Manufacturing Director,4,Divorced,4492.84,11681.39,2,No,14,3.0,3,Unknown,1,15.0,6,3.0,7,1,7,1988,53914.11,No
460,No,Unknown,997.39,Unknown,10,3,Medical,461,1,Female,,3,3,Manufacturing Director,3,Single,8055.83,20945.17,9,No,14,3.0,2,Part Time,0,9.0,3,3.0,7,0,2,1993,96670.0,No
461,Yes,Rarely,556.26,Unknown,19,2,Medical,462,4,Female,,3,2,Healthcare Representative,2,Married,4492.84,11681.39,4,No,22,4.0,4,Unknown,1,13.0,2,4.0,9,3,7,1977,,No
462,No,No,531.76,Unknown,2,4,Unknown,463,3,Female,,3,2,Sales Executive,3,Married,,11167.0,4,Unknown,22,4.0,2,Part Time,2,10.0,3,4.0,8,5,7,1978,51540.0,No
463,No,Frequently,585.52,Unknown,2,4,Life Sciences,464,1,Male,73.18948412698413,3,2,Sales Executive,4,Married,4729.17,12295.83,1,Unknown,20,4.0,3,Full Time,1,7.0,5,3.0,7,7,7,1980,56750.0,No
464,Yes,Unknown,754.62,Unknown,10,3,Life Sciences,465,3,Female,,3,3,Sales Executive,2,Unknown,6095.0,15847.0,5,Unknown,21,4.0,3,Part Time,3,14.0,2,3.0,8,0,7,1977,73140.0,Yes
465,No,Rarely,1582.77,Research & Development,1,4,Unknown,466,1,Male,,3,4,Manager,1,Unknown,12783.92,33238.2,2,Unknown,11,3.0,1,Unknown,1,22.0,3,3.0,19,11,16,1983,,Yes
466,No,Rarely,556.26,Sales,2,2,Unknown,467,1,Female,,4,2,Sales Executive,3,Single,4492.84,11681.39,0,No,14,3.0,2,Part Time,0,9.0,5,2.0,8,0,7,1996,53914.11,No
467,No,Unknown,1032.49,Unknown,6,3,Medical,468,3,Male,,3,3,Research Director,1,Married,8339.32,21682.23,9,No,13,3.0,2,Unknown,1,18.0,3,4.0,13,5,7,1981,,Yes
468,No,Frequently,290.04,Unknown,6,3,Other,469,3,Male,36.25443871706758,4,1,Laboratory Technician,4,Married,2342.59,6090.75,0,No,18,3.0,1,Part Time,1,8.0,3,3.0,7,7,7,1997,28111.13,Yes
469,No,Frequently,556.26,Unknown,1,2,Life Sciences,470,3,Male,69.53208262471655,2,2,Sales Executive,4,Married,,11681.39,1,Unknown,12,3.0,3,Part Time,1,7.0,2,3.0,7,0,7,1995,53914.11,Yes
470,No,Unknown,556.26,Unknown,14,4,Unknown,471,3,Male,69.53208262471655,3,2,Research Scientist,2,Married,4492.84,11681.39,8,Unknown,18,3.0,3,Part Time,1,,4,4.0,8,1,7,1976,53914.11,No
471,No,Rarely,1032.49,Unknown,13,4,Medical,472,4,Male,,3,3,Sales Executive,3,Divorced,8339.32,21682.23,1,No,18,3.0,3,Part Time,1,9.0,2,2.0,8,1,1,1989,100071.84,Yes
472,No,Unknown,290.04,Research & Development,1,3,Medical,473,3,Male,,3,1,Laboratory Technician,1,Single,2342.59,6090.75,0,No,13,3.0,4,Part Time,0,8.0,6,3.0,7,7,6,1997,28111.13,Yes
473,No,Rarely,556.26,Unknown,9,3,Unknown,474,4,Male,,3,2,Sales Executive,4,Unknown,,11681.39,1,Unknown,14,3.0,1,Part Time,0,,5,3.0,7,0,7,1996,53914.11,No
474,Yes,Frequently,556.26,Sales,26,4,Marketing,475,1,Male,,3,2,Sales Executive,4,Unknown,4492.84,11681.39,1,Yes,11,3.0,3,Part Time,0,10.0,4,3.0,10,0,8,1992,53914.11,Yes
475,No,Frequently,556.26,Unknown,7,2,Life Sciences,476,4,Male,,3,2,Healthcare Representative,3,Divorced,4492.84,11681.39,1,Unknown,20,3.0,3,Unknown,3,9.0,2,3.0,9,2,8,1990,,Yes
476,No,Unknown,1032.49,Unknown,10,3,Unknown,477,3,Female,,3,3,Research Director,3,Married,8339.32,21682.23,4,No,20,4.0,3,Part Time,1,13.0,2,4.0,11,4,8,1992,100071.84,Yes
477,No,Unknown,525.98,Unknown,9,4,Medical,478,2,Male,,3,2,Research Scientist,3,Unknown,,11045.67,1,No,19,3.0,2,Part Time,0,10.0,5,3.0,10,0,8,1988,50980.0,Yes
478,No,Rarely,556.26,Unknown,15,2,Unknown,479,2,Female,,3,2,Healthcare Representative,4,Married,4492.84,11681.39,0,Yes,13,3.0,1,Part Time,1,,6,3.0,9,8,1,1990,53914.11,Yes
479,No,Rarely,556.26,Unknown,24,1,Life Sciences,480,1,Male,,3,2,Research Scientist,4,Single,4492.84,11681.39,7,No,13,3.0,1,Unknown,0,,2,3.0,7,1,7,1984,,No
480,No,Rarely,1032.49,Unknown,46,3,Unknown,481,46,Female,129.06091077207583,2,3,Sales Executive,4,Married,,21682.23,0,No,19,3.0,3,Part Time,2,10.0,2,3.0,9,3,4,1987,100071.84,Yes
481,No,Rarely,1400.08,Unknown,28,4,Life Sciences,482,1,Female,,2,4,Manufacturing Director,2,Married,11308.33,29401.67,0,No,23,3.0,3,Full Time,1,21.0,3,3.0,20,0,10,1982,135700.0,Yes
482,No,Unknown,692.51,Sales,28,3,Marketing,483,4,Female,,2,2,Sales Executive,3,Married,,14542.67,1,No,21,4.0,4,Full Time,2,8.0,2,3.0,8,1,7,1989,67120.0,No
483,No,Rarely,556.26,Unknown,10,2,Unknown,484,1,Female,,3,2,Sales Executive,4,Married,4492.84,11681.39,1,No,11,3.0,3,Unknown,1,10.0,1,3.0,10,1,9,1985,,Yes
484,No,Rarely,1030.82,Unknown,6,1,Unknown,485,4,Male,,2,3,Healthcare Representative,1,Unknown,8325.83,21647.17,4,Unknown,15,3.0,1,Part Time,1,,5,3.0,7,1,7,1984,99910.0,Yes
485,No,Rarely,1032.49,Unknown,7,4,Unknown,486,1,Female,,3,3,Research Director,2,Single,,21682.23,0,No,11,3.0,3,Part Time,0,,4,3.0,12,2,11,1989,100071.84,No
486,No,Rarely,1057.33,Unknown,7,4,Medical,487,1,Female,,2,3,Healthcare Representative,4,Married,8540.0,22204.0,3,Unknown,14,3.0,4,Full Time,1,24.0,4,3.0,22,5,17,1979,102480.0,Yes
487,No,Unknown,556.26,Unknown,5,4,Unknown,488,1,Male,,3,2,Sales Executive,4,Single,4492.84,11681.39,4,Unknown,21,3.0,3,Part Time,0,14.0,4,3.0,9,0,8,1977,53914.11,Yes
488,No,Frequently,1582.77,Research & Development,10,3,Life Sciences,489,4,Male,197.8464183087028,2,4,Manager,1,Divorced,,33238.2,4,Unknown,13,3.0,2,Full Time,1,,2,2.0,7,7,7,1982,153407.07,No
489,No,Unknown,1128.52,Research & Development,2,4,Unknown,490,3,Female,,3,3,Healthcare Representative,3,Single,9115.0,23699.0,0,No,25,4.0,4,Unknown,0,20.0,1,3.0,19,11,8,1984,,No
490,No,Rarely,267.53,Unknown,2,3,Medical,491,4,Female,,2,1,Laboratory Technician,1,Divorced,2160.83,5618.17,0,Yes,11,3.0,3,Part Time,1,10.0,4,3.0,9,7,8,1981,25930.0,Yes
491,No,Frequently,1225.51,Research & Development,5,4,Unknown,492,4,Female,,3,3,Manager,2,Married,9898.33,25735.67,6,Unknown,11,3.0,2,Unknown,2,12.0,2,3.0,10,8,8,1990,,Yes
492,No,Rarely,835.2,Unknown,5,4,Technical Degree,493,3,Male,,3,3,Manufacturing Director,2,Single,6745.83,17539.17,0,No,13,3.0,4,Part Time,0,17.0,5,3.0,16,0,13,1988,80950.0,Yes
493,Yes,Rarely,1032.49,Unknown,15,1,Medical,494,2,Male,,3,3,Manager,3,Married,,21682.23,7,Unknown,12,3.0,4,Part Time,0,15.0,2,4.0,7,7,7,1990,100071.84,Yes
494,No,Rarely,1582.77,Unknown,6,3,Life Sciences,495,2,Female,,3,4,Manufacturing Director,3,Single,,33238.2,7,No,15,3.0,3,Full Time,0,22.0,3,3.0,20,5,13,1983,153407.07,No
495,No,Rarely,1973.98,Unknown,10,4,Human Resources,496,2,Male,,2,5,Manager,4,Divorced,15943.72,41453.67,3,No,15,3.0,2,Full Time,3,23.0,2,2.0,21,12,6,1982,191324.62,No
496,No,Unknown,556.26,Unknown,7,3,Unknown,497,4,Female,,2,2,Healthcare Representative,1,Unknown,,11681.39,8,No,19,3.0,1,Part Time,0,,2,1.0,7,0,7,1996,53914.11,No
497,No,Rarely,1739.11,Unknown,3,4,Marketing,498,3,Male,,2,4,Manager,1,Unknown,14046.67,36521.33,1,Unknown,11,3.0,1,Full Time,0,,3,4.0,34,1,16,1971,168560.0,Yes
498,No,Rarely,1582.77,Unknown,26,4,Marketing,499,1,Female,197.8464183087028,3,4,Manager,3,Married,12783.92,33238.2,2,No,14,3.0,3,Full Time,1,,2,2.0,20,4,17,1972,153407.07,No
499,No,Rarely,468.1,Unknown,2,2,Marketing,500,3,Female,,3,2,Sales Executive,4,Unknown,3780.83,9830.17,0,Unknown,22,4.0,1,Part Time,1,8.0,2,3.0,7,7,7,1976,45370.0,Yes
500,No,No,1849.3,Research & Development,2,4,Unknown,501,1,Male,,3,4,Manager,1,Divorced,,38835.33,1,Unknown,11,3.0,4,Full Time,1,31.0,3,3.0,31,14,7,1973,179240.0,No
501,No,Rarely,414.14,Research & Development,21,1,Life Sciences,502,4,Female,,3,2,Healthcare Representative,4,Married,3345.0,8697.0,1,Unknown,25,4.0,4,Part Time,1,10.0,2,1.0,10,0,7,1988,40140.0,Yes
502,No,Rarely,1314.65,Unknown,1,1,Unknown,503,4,Female,164.33134920634922,2,4,Manufacturing Director,4,Married,10618.33,27607.67,1,No,16,3.0,3,Full Time,1,,3,3.0,21,11,8,1984,127420.0,Yes
503,No,Frequently,1032.49,Unknown,22,3,Medical,504,4,Female,,3,3,Manufacturing Director,1,Single,8339.32,21682.23,1,Unknown,13,3.0,3,Part Time,0,,2,3.0,21,2,8,1984,100071.84,No
504,No,Unknown,348.32,Unknown,7,2,Unknown,505,2,Female,43.53968253968255,4,1,Research Scientist,3,Unknown,,7314.67,1,No,13,3.0,3,Full Time,0,,3,3.0,10,0,8,1982,33760.0,No
505,Yes,Unknown,1081.48,Human Resources,1,2,Medical,506,2,Male,,2,3,Human Resources,1,Married,8735.0,22711.0,9,No,14,3.0,4,Full Time,1,24.0,1,3.0,20,3,6,1979,104820.0,Yes
506,No,Unknown,1582.77,Unknown,2,2,Medical,507,4,Male,,3,4,Manager,1,Unknown,12783.92,33238.2,0,No,17,3.0,4,Unknown,1,23.0,3,3.0,22,13,7,1981,,No
507,No,Rarely,1032.49,Unknown,7,4,Life Sciences,508,2,Male,,3,3,Healthcare Representative,2,Single,,21682.23,7,Unknown,19,3.0,4,Part Time,0,18.0,4,3.0,8,4,0,1971,100071.84,Yes
508,No,Unknown,290.04,Unknown,1,3,Unknown,509,3,Male,36.25443871706758,4,1,Human Resources,3,Unknown,2342.59,6090.75,1,No,13,3.0,4,Part Time,1,7.0,2,4.0,7,5,0,1985,28111.13,Yes
509,No,Unknown,290.04,Human Resources,1,2,Life Sciences,510,4,Female,36.25443871706758,3,1,Human Resources,1,Unknown,,6090.75,6,Unknown,12,3.0,3,Part Time,0,10.0,3,4.0,7,5,7,1977,28111.13,Yes
510,No,Unknown,438.39,Unknown,4,4,Life Sciences,511,3,Male,54.79861111111112,3,2,Research Scientist,3,Single,3540.83,9206.17,1,Unknown,11,3.0,2,Part Time,0,,3,3.0,9,1,1,1988,42490.0,No
511,No,Rarely,675.69,Research & Development,29,1,Life Sciences,512,3,Male,,1,2,Manufacturing Director,2,Married,5457.5,14189.5,1,Unknown,14,3.0,2,Unknown,2,8.0,2,2.0,8,1,7,1995,,Yes
512,No,Unknown,1582.77,Unknown,28,3,Life Sciences,513,4,Male,,3,4,Research Director,1,Married,12783.92,33238.2,3,No,13,3.0,3,Unknown,1,,1,4.0,20,14,17,1979,,Yes
513,No,Unknown,1486.85,Unknown,22,5,Unknown,514,3,Male,,1,4,Research Director,4,Unknown,12009.17,31223.83,1,Unknown,13,3.0,4,Unknown,0,,2,3.0,32,13,9,1973,,No
514,No,Rarely,2020.78,Unknown,23,5,Marketing,515,3,Male,252.59722222222223,2,5,Manager,4,Unknown,,42436.33,1,No,21,4.0,3,Full Time,1,36.0,3,3.0,36,2,13,1968,195860.0,Yes
515,No,Unknown,849.85,Sales,6,3,Unknown,516,4,Male,,4,3,Sales Executive,3,Married,6864.17,17846.83,2,No,11,3.0,1,Part Time,1,11.0,3,3.0,7,7,6,1984,82370.0,Yes
516,No,Unknown,331.29,Research & Development,13,4,Unknown,517,13,Female,,3,1,Laboratory Technician,1,Unknown,2675.83,6957.17,1,Unknown,14,3.0,4,Unknown,1,10.0,3,2.0,9,1,4,1974,,Yes
517,No,Unknown,1723.43,Unknown,28,2,Technical Degree,518,4,Female,,2,4,Research Director,2,Single,13920.0,36192.0,1,Unknown,11,3.0,3,Unknown,0,21.0,2,3.0,21,8,6,1978,,No
518,No,Unknown,1032.49,Unknown,2,3,Unknown,519,3,Male,,3,3,Sales Executive,4,Unknown,8339.32,21682.23,4,Unknown,12,3.0,2,Part Time,1,,5,2.0,10,0,3,1977,100071.84,No
519,No,Unknown,492.56,Unknown,15,3,Unknown,520,4,Female,,2,1,Research Scientist,1,Married,,10343.67,0,No,19,3.0,4,Full Time,1,,2,3.0,7,7,3,1996,47740.0,No
