Oceans,Regions,Latitude,Longitude
Atlantic Ocean,,57.3045,-10.3825
Atlantic Ocean,Inner Seas off the West Coast of Scotland,55.224167,-5.5325
Atlantic Ocean,,-37.3127,-12.662
Pacific Ocean,,6.42,-148.97
Pacific Ocean,,12.52,-156.96
Atlantic Ocean,,42.44,-69.99
Atlantic Ocean,Mediterranean Sea,43.3125,7.035
Atlantic Ocean,Mediterranean Sea,43.023,6.221333
Atlantic Ocean,Mediterranean Sea,42.836583,10.46935
Atlantic Ocean,North Sea,57.943833,-3.223
Atlantic Ocean,,58.579167,-6.222833
Atlantic Ocean,Mediterranean Sea,37.595333,15.204667
Pacific Ocean,,45.768667,-129.335167
Pacific Ocean,,43.345,-124.3484
,,43.1281,-86.2769
,,43.0559,-78.9015
Atlantic Ocean,,42.88,-69.9
Atlantic Ocean,,40.84,-70.51
Atlantic Ocean,,41.45,-65.98
Atlantic Ocean,,41.02,-65.95
Atlantic Ocean,,38.2,-60.9
Atlantic Ocean,,36.589733,-6.5741
Atlantic Ocean,Mediterranean Sea,38.259167,15.081667
Pacific Ocean,,34.0529,-142.0422
Pacific Ocean,,34.8136,-139.8794
Pacific Ocean,,40.88055,-146.87765
Pacific Ocean,,39.98695,-130.389
Pacific Ocean,,32.232574,-116.926193
Atlantic Ocean,,32.7509,-79.9048
Atlantic Ocean,,24.39,-82.04
Atlantic Ocean,,25.67,-75.53
Atlantic Ocean,,27.63,-61.25
Atlantic Ocean,,28.62,-71.67
Atlantic Ocean,,28.734,-13.83
Atlantic Ocean,,25.6958,-16.8288
Atlantic Ocean,Gulf of Mexico,27.5856,-97.2182
Atlantic Ocean,Gulf of Mexico,27.5813,-97.22
Atlantic Ocean,Gulf of Mexico,27.5566,-97.2334
Atlantic Ocean,Gulf of Mexico,27.5899,-97.216
Atlantic Ocean,Gulf of Mexico,26.0763,-97.1576
Atlantic Ocean,Caribbean Sea,20.3839,-86.8743
Atlantic Ocean,Gulf of Mexico,29.1935,-94.9518
Atlantic Ocean,Gulf of Mexico,29.6737,-94.0438
Atlantic Ocean,Gulf of Mexico,27.8157,-97.0648
Atlantic Ocean,Gulf of Mexico,27.8298,-97.0512
Atlantic Ocean,Gulf of Mexico,28.3093,-97.2704
Atlantic Ocean,Gulf of Mexico,27.4155,-97.3012
Atlantic Ocean,Gulf of Mexico,29.5322,-95.0092
Atlantic Ocean,Gulf of Mexico,29.6554,-95.0076
Atlantic Ocean,Gulf of Mexico,29.6186,-95.0017
Atlantic Ocean,Gulf of Mexico,29.283,-94.7977
Atlantic Ocean,Gulf of Mexico,29.2796,-94.8023
Atlantic Ocean,Gulf of Mexico,29.2695,-94.8197
Pacific Ocean,,28.54,-140.09
Pacific Ocean,,21.7932,-105.8398
Pacific Ocean,,23.301153,-106.488458
Atlantic Ocean,,26.18,-79.45
Atlantic Ocean,Gulf of Mexico,30.39,-86.5546
Atlantic Ocean,Gulf of Mexico,30.3063,-89.3277
Atlantic Ocean,Caribbean Sea,11.72,-61.9
Atlantic Ocean,,16.35,-31.3
Atlantic Ocean,,16.46,-46.59
Pacific Ocean,,22.76,-141.69
Pacific Ocean,,24.28,-143.99
Pacific Ocean,,26.21,-144.53
Atlantic Ocean,Caribbean Sea,16.87,-86.72
Atlantic Ocean,Caribbean Sea,17.0,-65.25
Atlantic Ocean,,19.88,-59.07
Atlantic Ocean,Caribbean Sea,13.05,-61.3
Atlantic Ocean,Caribbean Sea,12.9,-61.55
Atlantic Ocean,Caribbean Sea,11.72,-61.25
Pacific Ocean,,19.117731,-104.38699
Atlantic Ocean,Caribbean Sea,19.37,-74.52
Atlantic Ocean,Caribbean Sea,18.96,-76.96
Atlantic Ocean,Caribbean Sea,18.55,-75.03
Atlantic Ocean,Caribbean Sea,16.74,-83.72
Atlantic Ocean,Gulf of Mexico,19.4927,-96.3267
Pacific Ocean,,-33.6899,-72.0005
Atlantic Ocean,,-34.1586,4.8587
Pacific Ocean,,2.79,-143.0
Pacific Ocean,,-1.5,-92.0
Atlantic Ocean,Caribbean Sea,18.78,-77.71
Atlantic Ocean,Caribbean Sea,18.43,-74.55
Atlantic Ocean,Inner Seas off the West Coast of Scotland,55.9655,-4.787333
Pacific Ocean,,14.71,-157.43
Pacific Ocean,,16.28,-160.37
Pacific Ocean,,18.46,-157.58
Pacific Ocean,,32.35,-155.1
Pacific Ocean,,33.35,-150.87
Pacific Ocean,Coastal Waters of Southeast Alaska and British Columbia,47.3421,-122.776
,,46.4388,-86.6845
Atlantic Ocean,,43.39,-68.81
Atlantic Ocean,,45.795133,4.990917
Arctic Ocean,Davis Strait,63.721167,-51.620167
Atlantic Ocean,Inner Seas off the West Coast of Scotland,56.159833,-4.801667
Atlantic Ocean,Mediterranean Sea,39.855,19.341
Atlantic Ocean,Mediterranean Sea,35.7053,14.8884
Atlantic Ocean,Mediterranean Sea,39.143,1.398667
Atlantic Ocean,Mediterranean Sea,40.012667,11.417333
Atlantic Ocean,Mediterranean Sea,41.445167,4.416167
Pacific Ocean,,43.2107,-124.3955
Atlantic Ocean,,37.97,-73.12
Atlantic Ocean,Stellwagen Bank National Marine Sanctuary,42.32,-70.27
Atlantic Ocean,,40.8,-70.12
Atlantic Ocean,,42.24,-63.21
Atlantic Ocean,,39.29,-65.69
Atlantic Ocean,,38.46124,-8.99428
Atlantic Ocean,,32.7868,-79.9597
Atlantic Ocean,,32.788,-79.9613
Atlantic Ocean,,32.776,-79.9252
Atlantic Ocean,,32.7758,-79.9252
Atlantic Ocean,,32.7879,-79.9249
Atlantic Ocean,,33.54,-65.63
Pacific Ocean,,35.8035,-139.9833
Pacific Ocean,,35.319,-132.9537
,,39.7743,-105.1058
Atlantic Ocean,,39.9246,-75.1271
Atlantic Ocean,,39.1023,-75.401
Atlantic Ocean,,39.0609,-76.4699
Atlantic Ocean,,24.1,-81.77
Atlantic Ocean,,25.35,-79.81
Atlantic Ocean,,22.68,-74.55
Atlantic Ocean,,28.72,-61.33
Atlantic Ocean,,31.17,-64.9
Atlantic Ocean,,28.47,-73.05
Atlantic Ocean,Gulf of Mexico,29.2569,-94.8429
Atlantic Ocean,Gulf of Mexico,29.7584,-93.1238
Atlantic Ocean,Gulf of Mexico,28.0283,-96.8889
Atlantic Ocean,Gulf of Mexico,27.822,-97.0586
Atlantic Ocean,Gulf of Mexico,27.7577,-97.1124
Atlantic Ocean,Gulf of Mexico,26.1788,-97.1742
Atlantic Ocean,Gulf of Mexico,29.4384,-83.2954
Atlantic Ocean,Gulf of Mexico,29.2319,-89.9915
Atlantic Ocean,Gulf of Mexico,29.3323,-94.7285
Atlantic Ocean,Gulf of Mexico,29.4934,-94.9109
Atlantic Ocean,Gulf of Mexico,29.283,-94.7979
Atlantic Ocean,Gulf of Mexico,29.28,-94.8021
Pacific Ocean,,29.998983,-136.076
Pacific Ocean,,24.37,-147.78
Pacific Ocean,,26.14,-143.12
Pacific Ocean,,23.301153,-106.488458
Atlantic Ocean,,29.37,-77.36
Atlantic Ocean,,29.78,-80.52
Atlantic Ocean,,18.52,-60.49
Atlantic Ocean,,18.13,-61.15
Atlantic Ocean,,15.2898,-54.2092
Atlantic Ocean,Caribbean Sea,13.08,-61.35
Atlantic Ocean,,18.0665,-35.9566
Atlantic Ocean,,18.3,-48.1
Atlantic Ocean,Caribbean Sea,17.17,-74.75
Atlantic Ocean,Caribbean Sea,16.81,-74.92
Atlantic Ocean,Caribbean Sea,17.23,-80.32
Atlantic Ocean,Caribbean Sea,14.06,-63.67
Atlantic Ocean,Caribbean Sea,17.98,-63.98
Atlantic Ocean,Caribbean Sea,17.67,-63.58
Atlantic Ocean,,-29.9482,-20.712
Pacific Ocean,,-11.66,-141.92
Atlantic Ocean,,4.146767,-27.815967
Pacific Ocean,,19.24,-143.41
Atlantic Ocean,Caribbean Sea,17.98,-79.2
Atlantic Ocean,Caribbean Sea,17.27,-76.75
Atlantic Ocean,Inner Seas off the West Coast of Scotland,54.827167,-5.226333
Atlantic Ocean,Inner Seas off the West Coast of Scotland,56.0425,-4.897
Arctic Ocean,,88.6113,-121.77868
Pacific Ocean,,8.38,-151.97
Pacific Ocean,,11.44,-156.82
Atlantic Ocean,Mediterranean Sea,37.5,25.4
Atlantic Ocean,Mediterranean Sea,41.7705,8.5923
Atlantic Ocean,Mediterranean Sea,41.058333,8.106667
Atlantic Ocean,,42.78,-66.57
Atlantic Ocean,Mediterranean Sea,45.336667,13.318833
Pacific Ocean,,56.784667,-145.950083
Atlantic Ocean,North Sea,56.8385,-2.1295
Atlantic Ocean,,40.83,-65.51
Atlantic Ocean,,31.38,-57.07
Atlantic Ocean,,33.0022,-41.2924
Atlantic Ocean,Mediterranean Sea,37.74,-0.085
Atlantic Ocean,,35.447,-22.172667
Atlantic Ocean,Mediterranean Sea,38.859333,15.936
Pacific Ocean,,38.42595,-141.46505
Pacific Ocean,,32.46055,-133.6301
Pacific Ocean,,32.91,-118.48
Atlantic Ocean,,32.7985,-79.9056
Atlantic Ocean,,32.7759,-79.9254
Atlantic Ocean,,33.9,-64.45
Atlantic Ocean,,25.37,-68.49
Atlantic Ocean,,28.77,-64.96
Atlantic Ocean,,23.8871,-18.5837
Atlantic Ocean,,25.6112,-18.863
Pacific Ocean,,33.08,-147.02
Pacific Ocean,,34.0538,-139.9901
Atlantic Ocean,,25.58,-74.8
Atlantic Ocean,,30.06,-60.4
Atlantic Ocean,,28.53,-58.78
Atlantic Ocean,,26.17,-56.82
Atlantic Ocean,,20.53,-65.44
Atlantic Ocean,,21.08,-68.58
Atlantic Ocean,Gulf of Mexico,27.7211,-97.338
Atlantic Ocean,Gulf of Mexico,21.2238,-97.4185
Atlantic Ocean,Caribbean Sea,20.8589,-86.8706
Atlantic Ocean,,24.24,-81.86
Atlantic Ocean,,25.58,-75.82
Atlantic Ocean,,25.65,-75.42
Atlantic Ocean,Gulf of Mexico,29.4931,-94.9111
Atlantic Ocean,Gulf of Mexico,29.2868,-94.7919
Atlantic Ocean,Gulf of Mexico,29.2804,-94.8019
Atlantic Ocean,Gulf of Mexico,29.2547,-94.8465
Atlantic Ocean,Gulf of Mexico,29.3077,-94.7633
Atlantic Ocean,Gulf of Mexico,28.28,-96.526
Atlantic Ocean,Gulf of Mexico,30.409,-91.1984
Atlantic Ocean,Gulf of Mexico,29.5328,-95.0094
Atlantic Ocean,Gulf of Mexico,29.6545,-95.0081
Atlantic Ocean,Gulf of Mexico,29.652,-95.0096
Atlantic Ocean,Gulf of Mexico,29.7129,-94.9934
Atlantic Ocean,Gulf of Mexico,29.3894,-94.7601
Atlantic Ocean,,26.15,-75.47
Atlantic Ocean,,26.37,-79.28
Atlantic Ocean,Gulf of Mexico,27.8493,-82.4314
Atlantic Ocean,,30.0433,-81.3278
Atlantic Ocean,Gulf of Mexico,30.2724,-86.0038
Atlantic Ocean,Gulf of Mexico,30.5013,-86.4355
Pacific Ocean,,21.42,-142.07
Pacific Ocean,,31.001332,-139.0185
Pacific Ocean,,31.06,-143.46
Pacific Ocean,,22.375112,-105.68474
Pacific Ocean,,20.7377,-105.3204
Atlantic Ocean,,30.45,-78.95
Atlantic Ocean,Caribbean Sea,13.7,-63.73
Atlantic Ocean,,20.12,-69.95
Atlantic Ocean,Caribbean Sea,15.73,-65.21
Atlantic Ocean,Caribbean Sea,15.62,-62.03
Atlantic Ocean,,11.03,-57.91
Pacific Ocean,,24.03,-138.44
Pacific Ocean,,-27.2818,-108.9362
Atlantic Ocean,,-16.9837,-23.7325
Pacific Ocean,,5.28,-146.64
Pacific Ocean,,2.89,-137.24
Pacific Ocean,,2.19,-135.73
Pacific Ocean,,19.96,-146.64
Atlantic Ocean,Mediterranean Sea,43.6823,7.699
Arctic Ocean,,82.293,-143.86
Pacific Ocean,,-15.9,-149.55
Pacific Ocean,,6.84,-149.44
Pacific Ocean,,20.6,-154.81
Pacific Ocean,Gulf of Alaska,59.0875,-152.3912
Atlantic Ocean,,42.1,-35.3
Atlantic Ocean,Mediterranean Sea,40.2678,9.6363
Atlantic Ocean,Mediterranean Sea,41.465446,2.282388
Pacific Ocean,The Coastal Waters of Southeast Alaska and British Columbia,48.5127,-122.7765
,,42.8873,-78.8903
Atlantic Ocean,Celtic Sea,51.619699,-8.180104
Atlantic Ocean,,41.03,-71.07
Atlantic Ocean,,42.32,-69.08
Atlantic Ocean,,41.63,-69.35
Atlantic Ocean,,40.18,-69.88
Atlantic Ocean,,39.71,-67.97
Atlantic Ocean,,38.36,-64.68
Atlantic Ocean,,32.8921,-79.9715
Atlantic Ocean,,32.7509,-79.9038
Atlantic Ocean,,32.6,-77.15
Atlantic Ocean,,33.75,-64.93
Atlantic Ocean,,34.45,-65.72
Atlantic Ocean,,35.33,-64.51
Atlantic Ocean,,28.25,-64.89
Atlantic Ocean,,21.0048,-31.766
Atlantic Ocean,,21.2109,-27.4535
Pacific Ocean,,32.3087,-125.2308
Pacific Ocean,Gulf of California,31.680124,-114.495158
Atlantic Ocean,,32.8698,-79.9708
Atlantic Ocean,,20.48,-64.24
Atlantic Ocean,,20.43,-71.17
Atlantic Ocean,,20.17,-73.65
Atlantic Ocean,,25.57,-73.6
Atlantic Ocean,,25.76,-73.68
Atlantic Ocean,,25.95,-72.9
Atlantic Ocean,,24.85,-79.86
Atlantic Ocean,,26.96,-59.02
Atlantic Ocean,,26.62,-61.23
Atlantic Ocean,,26.41,-58.01
Atlantic Ocean,,22.54,-57.89
Atlantic Ocean,,20.98,-59.33
Atlantic Ocean,Gulf of Mexico,27.3468,-97.327
Atlantic Ocean,Gulf of Mexico,27.4234,-97.2978
Atlantic Ocean,Gulf of Mexico,27.4916,-97.2665
Atlantic Ocean,Gulf of Mexico,27.5471,-97.2407
Atlantic Ocean,Gulf of Mexico,27.6314,-97.1938
Atlantic Ocean,,24.59,-80.45
Atlantic Ocean,Gulf of Mexico,29.2571,-94.8425
Atlantic Ocean,Gulf of Mexico,29.2642,-94.83
Atlantic Ocean,Gulf of Mexico,29.2659,-94.8257
Atlantic Ocean,Gulf of Mexico,29.321,-94.7437
Atlantic Ocean,Gulf of Mexico,27.7826,-97.0932
Atlantic Ocean,Gulf of Mexico,27.3269,-97.3341
Atlantic Ocean,Gulf of Mexico,29.6047,-95.0431
Atlantic Ocean,Gulf of Mexico,29.5071,-94.499
Atlantic Ocean,Gulf of Mexico,29.3329,-94.7267
Atlantic Ocean,Gulf of Mexico,29.2893,-94.7882
Atlantic Ocean,Gulf of Mexico,29.2867,-94.7915
Atlantic Ocean,Gulf of Mexico,29.2681,-94.8222
Atlantic Ocean,Gulf of Mexico,27.9687,-82.5621
Atlantic Ocean,Gulf of Mexico,30.3089,-89.3257
Atlantic Ocean,Gulf of Mexico,30.3064,-89.3277
Atlantic Ocean,Gulf of Mexico,29.0867,-95.1201
Atlantic Ocean,Gulf of Mexico,29.1377,-95.0437
Atlantic Ocean,Gulf of Mexico,28.9477,-95.2872
Pacific Ocean,,27.33,-142.18
Pacific Ocean,,29.37,-139.91
Pacific Ocean,,29.008008,-137.4495
Pacific Ocean,,21.44,-105.6
Atlantic Ocean,,26.86,-79.48
Atlantic Ocean,Gulf of Mexico,27.9185,-82.5379
Atlantic Ocean,Caribbean Sea,11.23,-62.23
Atlantic Ocean,Caribbean Sea,16.35,-63.31
Atlantic Ocean,Caribbean Sea,15.9,-62.75
Pacific Ocean,,23.35,-144.31
Pacific Ocean,,26.6,-142.77
Pacific Ocean,,28.04,-140.48
Pacific Ocean,,19.43,-145.47
Pacific Ocean,,19.8,-143.03
Atlantic Ocean,Caribbean Sea,19.68,-79.97
Atlantic Ocean,Caribbean Sea,18.25,-76.2
Atlantic Ocean,Caribbean Sea,18.15,-74.59
Atlantic Ocean,Caribbean Sea,17.29,-84.13
Atlantic Ocean,,-31.8705,-20.748
Pacific Ocean,,-5.78,-111.27
Pacific Ocean,,8.71,-120.48
Pacific Ocean,,-1.0,-82.0
Atlantic Ocean,Caribbean Sea,19.13,-77.2
Atlantic Ocean,Caribbean Sea,18.74,-77.39
Pacific Ocean,,33.47,-151.63
Atlantic Ocean,Mediterranean Sea,33.6858,34.7054
Pacific Ocean,,15.94,-162.49
Atlantic Ocean,North Sea,56.52,-1.589167
Arctic Ocean,,83.6607,13.752
Pacific Ocean,,12.52,-156.96
Pacific Ocean,,16.36,-159.94
Pacific Ocean,,23.6348,-154.91
Pacific Ocean,,33.09,-156.27
Atlantic Ocean,,44.38,-62.28
Atlantic Ocean,,43.09,-67.49
Atlantic Ocean,,42.43,-69.91
Atlantic Ocean,,51.737172,-12.098694
Atlantic Ocean,Mediterranean Sea,43.0758,6.384
Atlantic Ocean,English Channel,50.9644,1.838
Atlantic Ocean,,42.17,-61.95
Atlantic Ocean,,38.302483,-19.782367
Atlantic Ocean,Mediterranean Sea,36.956667,14.11
Atlantic Ocean,Mediterranean Sea,41.373055,2.191604
Pacific Ocean,,43.0787,-124.4358
Atlantic Ocean,,44.64,-62.69
Atlantic Ocean,,40.99,-71.54
Atlantic Ocean,,41.11,-71.06
Atlantic Ocean,,40.87,-68.43
Atlantic Ocean,,40.82,-71.02
Atlantic Ocean,,40.26,-70.26
Atlantic Ocean,,39.66,-70.88
Pacific Ocean,,38.52335,-130.46275
Atlantic Ocean,,38.9817,-76.3345
,,32.7114,-96.9773
Atlantic Ocean,,32.8916,-79.9711
Atlantic Ocean,,33.94,-63.06
Atlantic Ocean,,39.22,-69.37
Atlantic Ocean,,25.55,-79.4
Atlantic Ocean,,30.9,-60.48
Atlantic Ocean,,24.5833,-21.65
Pacific Ocean,,32.84,-147.81
Pacific Ocean,,31.54,-143.82
Pacific Ocean,,32.0242,-138.9792
Atlantic Ocean,Gulf of Mexico,27.5865,-97.2178
Atlantic Ocean,Gulf of Mexico,27.5821,-97.2197
Atlantic Ocean,Gulf of Mexico,27.6166,-97.2007
Atlantic Ocean,Gulf of Mexico,27.6054,-97.2079
Atlantic Ocean,Gulf of Mexico,24.88,-82.97
Atlantic Ocean,,23.98,-81.55
Atlantic Ocean,Gulf of Mexico,29.2673,-94.8236
Atlantic Ocean,Gulf of Mexico,29.2671,-94.8238
Atlantic Ocean,Gulf of Mexico,29.2622,-94.8334
Atlantic Ocean,Gulf of Mexico,29.2167,-94.9128
Atlantic Ocean,Gulf of Mexico,28.0225,-96.8955
Atlantic Ocean,Gulf of Mexico,27.7836,-97.0921
Atlantic Ocean,Gulf of Mexico,30.2249,-88.0088
Atlantic Ocean,Gulf of Mexico,29.7018,-89.9846
Atlantic Ocean,Gulf of Mexico,29.9555,-90.0224
Atlantic Ocean,Gulf of Mexico,29.7086,-94.9775
Atlantic Ocean,Gulf of Mexico,29.2707,-94.8183
Atlantic Ocean,Gulf of Mexico,29.2753,-94.8104
Atlantic Ocean,Gulf of Mexico,27.9237,-82.4807
Atlantic Ocean,Gulf of Mexico,27.61,-82.7832
Atlantic Ocean,Gulf of Mexico,26.4243,-82.065
Atlantic Ocean,Gulf of Mexico,29.6828,-85.2677
Atlantic Ocean,Gulf of Mexico,30.4452,-84.1892
Atlantic Ocean,Gulf of Mexico,30.306,-89.3278
Pacific Ocean,,25.69,-141.14
Pacific Ocean,,30.007623,-142.2708
Pacific Ocean,Gulf of California,28.859672,-112.030125
Atlantic Ocean,,27.9,-74.37
Atlantic Ocean,,26.41,-78.76
Atlantic Ocean,Coastal Waters of Florida,26.4168,-80.0667
Atlantic Ocean,Caribbean Sea,13.92,-61.39
Atlantic Ocean,Caribbean Sea,13.46,-61.65
Atlantic Ocean,,17.3463,-36.238
Pacific Ocean,,24.73,-139.58
Pacific Ocean,,22.11,-141.71
Pacific Ocean,,26.21,-144.53
Atlantic Ocean,Caribbean Sea,16.63,-84.97
Atlantic Ocean,Caribbean Sea,13.03,-75.58
Atlantic Ocean,Caribbean Sea,10.41,-64.62
Atlantic Ocean,Caribbean Sea,11.79,-62.27
Atlantic Ocean,Caribbean Sea,11.82,-65.13
Atlantic Ocean,Caribbean Sea,17.37,-65.25
Pacific Ocean,,7.16,-147.02
Atlantic Ocean,Caribbean Sea,15.35,-74.3
Atlantic Ocean,Caribbean Sea,17.08,-78.18
Atlantic Ocean,Caribbean Sea,11.91,-63.24
Atlantic Ocean,Caribbean Sea,12.58,-62.77
Atlantic Ocean,Caribbean Sea,16.51,-69.6
Pacific Ocean,,33.09,-156.27
Pacific Ocean,,33.1848,-159.229
Pacific Ocean,,33.02,-152.9
Atlantic Ocean,Mediterranean Sea,32.983333,35.074333
Atlantic Ocean,Mediterranean Sea,32.059167,34.748333
Atlantic Ocean,Inner Seas off the West Coast of Scotland,55.306,-5.018833
Atlantic Ocean,Inner Seas off the West Coast of Scotland,56.180667,-4.7815
Pacific Ocean,,14.12,-157.12
Pacific Ocean,,19.24,-156.55
Pacific Ocean,,20.61,-155.0
Pacific Ocean,,30.31,-155.93
Atlantic Ocean,,42.34,-67.43
Atlantic Ocean,Mediterranean Sea,44.283333,9.01
Atlantic Ocean,Mediterranean Sea,43.119667,6.3745
Atlantic Ocean,,57.298,-10.39
Atlantic Ocean,,57.298,-10.374833
Atlantic Ocean,Inner Seas off the West Coast of Scotland,56.724833,-6.3945
Atlantic Ocean,Mediterranean Sea,38.19171,8.8
Pacific Ocean,,43.118,-129.198667
Pacific Ocean,The Coastal Waters of Southeast Alaska and British Columbia,48.52,-123.0092
Atlantic Ocean,,43.0,-60.62
Atlantic Ocean,Gulf of St. Lawrence,47.09,-56.57
Atlantic Ocean,,43.32,-65.13
Atlantic Ocean,,41.552442,-71.235571
Atlantic Ocean,,40.26,-70.83
Atlantic Ocean,,42.33,-66.1
Atlantic Ocean,,41.53,-66.15
Atlantic Ocean,,41.13,-61.57
Atlantic Ocean,,40.972,-9.5495
Atlantic Ocean,,34.9992,-76.9583
Atlantic Ocean,,32.8695,-79.9668
Atlantic Ocean,,32.8023,-79.9056
Atlantic Ocean,,32.7566,-79.8569
Atlantic Ocean,,31.75,-69.47
Atlantic Ocean,,36.43,-65.36
Atlantic Ocean,,23.8825,-21.5175
Atlantic Ocean,,30.0571,-16.0405
Atlantic Ocean,,28.152519,-16.43179
Pacific Ocean,,33.8991,-140.526517
Pacific Ocean,,35.3843,-141.0217
Pacific Ocean,,42.197333,-130.174
Atlantic Ocean,,24.6,-80.17
Atlantic Ocean,,25.41,-79.91
Atlantic Ocean,,29.42,-57.48
Atlantic Ocean,,20.15,-59.65
Atlantic Ocean,,26.17,-73.47
Atlantic Ocean,,31.03,-67.03
Atlantic Ocean,Gulf of Mexico,27.2767,-97.348
Atlantic Ocean,Gulf of Mexico,27.5885,-97.2166
Atlantic Ocean,Gulf of Mexico,27.678,-97.3059
Atlantic Ocean,Gulf of Mexico,27.7349,-97.1286
Atlantic Ocean,Gulf of Mexico,26.565,-97.2767
Atlantic Ocean,Gulf of Mexico,26.0983,-97.1623
Atlantic Ocean,Gulf of Mexico,29.2213,-94.9049
Atlantic Ocean,Gulf of Mexico,29.3106,-94.759
Atlantic Ocean,Gulf of Mexico,29.6737,-94.0439
Atlantic Ocean,Gulf of Mexico,27.7915,-97.0861
Atlantic Ocean,Gulf of Mexico,27.8504,-97.0543
Atlantic Ocean,Gulf of Mexico,27.7763,-97.0981
Atlantic Ocean,Gulf of Mexico,29.9524,-90.0636
Atlantic Ocean,Gulf of Mexico,28.982,-95.9366
Atlantic Ocean,Gulf of Mexico,29.1418,-95.0365
Atlantic Ocean,Gulf of Mexico,29.3343,-94.7409
Atlantic Ocean,Gulf of Mexico,29.2756,-94.81
Atlantic Ocean,Gulf of Mexico,29.1517,-95.021
Pacific Ocean,,26.84925,-130.1594
Pacific Ocean,,24.59,-143.47
Pacific Ocean,,26.21,-144.53
Pacific Ocean,,26.05,-141.2
Atlantic Ocean,Gulf of Mexico,27.8096,-82.446
Atlantic Ocean,Gulf of Mexico,30.3062,-89.3276
Atlantic Ocean,Caribbean Sea,15.58,-62.67
Atlantic Ocean,Caribbean Sea,15.3789,-61.4929
Atlantic Ocean,,17.29,-59.34
Atlantic Ocean,,17.43,-61.04
Atlantic Ocean,,19.794,-39.0278
Pacific Ocean,,27.5609,-135.581
Pacific Ocean,,-14.7,-147.78
Pacific Ocean,,5.28,-146.64
Atlantic Ocean,,0.0,-42.0
Atlantic Ocean,Caribbean Sea,19.58,-78.68
Atlantic Ocean,Gulf of Mexico,18.7918,-95.7546
Atlantic Ocean,Gulf of Mexico,19.0606,-95.9986
Pacific Ocean,,33.26,-156.98
Pacific Ocean,,33.02,-152.9
Atlantic Ocean,Mediterranean Sea,32.840167,34.951833
Atlantic Ocean,Mediterranean Sea,32.152,34.783167
Atlantic Ocean,,57.298,-10.39
Atlantic Ocean,Baltic Sea,54.289083,11.604533
Atlantic Ocean,,-37.458,-55.868
Pacific Ocean,,14.12,-157.12
Pacific Ocean,,20.6,-154.81
Pacific Ocean,,20.61,-155.0
Atlantic Ocean,,43.97,-68.0
Atlantic Ocean,,42.8155,-9.423833
Atlantic Ocean,Mediterranean Sea,43.4052,6.7653
Pacific Ocean,Gulf of Alaska,60.3119,-148.0556
Atlantic Ocean,North Sea,56.366333,-2.746333
Atlantic Ocean,,57.298,-10.39
Atlantic Ocean,,42.1,-66.22
Atlantic Ocean,,41.6,-66.48
Atlantic Ocean,,32.822983,-37.958275
Atlantic Ocean,Mediterranean Sea,38.324,9.303
Atlantic Ocean,Mediterranean Sea,42.206833,9.704833
Atlantic Ocean,,42.44,-67.56
Atlantic Ocean,,41.435763,-71.4522
Atlantic Ocean,Stellwagen Bank National Marine Sanctuary,42.19,-70.25
Atlantic Ocean,,41.27,-69.05
Atlantic Ocean,,40.71,-69.65
Atlantic Ocean,,40.72,-70.64
Atlantic Ocean,,40.08,-69.77
Pacific Ocean,,36.956,-121.9784
Atlantic Ocean,,32.7866,-79.9281
Atlantic Ocean,,31.57,-65.83
Atlantic Ocean,,31.73,-63.11
Atlantic Ocean,,35.53,-64.83
Atlantic Ocean,,38.18,-68.52
Atlantic Ocean,,28.25,-55.02
Atlantic Ocean,,22.08,-58.53
Atlantic Ocean,,24.36,-60.04
Atlantic Ocean,,21.5053,-36.7888
Atlantic Ocean,,25.19,-18.6083
Atlantic Ocean,,26.3517,-18.7
Atlantic Ocean,Gulf of Mexico,27.5861,-97.218
Atlantic Ocean,Gulf of Mexico,27.5646,-97.229
Atlantic Ocean,Gulf of Mexico,27.6434,-97.1864
Atlantic Ocean,Gulf of Mexico,27.6002,-97.2106
Atlantic Ocean,,25.25,-79.83
Atlantic Ocean,,25.27,-77.23
Atlantic Ocean,Gulf of Mexico,29.2275,-94.895
Atlantic Ocean,Gulf of Mexico,29.3091,-94.7615
Atlantic Ocean,Gulf of Mexico,28.0458,-96.8702
Atlantic Ocean,Gulf of Mexico,27.9927,-96.9267
Atlantic Ocean,Gulf of Mexico,27.8273,-97.0535
Atlantic Ocean,Gulf of Mexico,27.276,-97.3481
Atlantic Ocean,Gulf of Mexico,29.1158,-95.0757
Atlantic Ocean,Gulf of Mexico,29.1121,-95.0817
Atlantic Ocean,Gulf of Mexico,29.2798,-94.8026
Atlantic Ocean,Gulf of Mexico,29.2759,-94.809
Atlantic Ocean,Gulf of Mexico,29.1811,-94.9727
Atlantic Ocean,Gulf of Mexico,29.1954,-94.9488
Atlantic Ocean,Gulf of Mexico,27.897,-82.4382
Atlantic Ocean,Gulf of Mexico,30.3515,-86.2458
Atlantic Ocean,Gulf of Mexico,30.2463,-88.1248
Atlantic Ocean,Gulf of Mexico,30.354,-88.1178
Atlantic Ocean,Gulf of Mexico,30.3786,-87.8525
Atlantic Ocean,Gulf of Mexico,28.7379,-96.4018
Pacific Ocean,,26.6,-142.77
Pacific Ocean,,26.05,-141.2
Pacific Ocean,,28.6633,-147.0067
Pacific Ocean,Gulf of California,31.022322,-114.832718
